,F_1(x),F_1(y),F_2(x),F_2(y),F_1(x),F_1(y),F_2(x),F_2(y),F(x),F(y)
24,0.02881264,0.0302914,0.01923494,0.0226321,0.02906998,0.03054912,0.01948983,0.02288785,0.03138903,0.03287161
25,0.02752183,0.03020168,0.01827591,0.02256532,0.02777884,0.03045938,0.01853055,0.02282105,0.0300949,0.03278166
26,0.02653992,0.03010539,0.01754616,0.02249365,0.02679668,0.03036306,0.01780062,0.02274937,0.02911046,0.03268512
27,0.02583092,0.0299476,0.01701912,0.0223762,0.02608749,0.03020523,0.01727345,0.02263189,0.02839963,0.03252693
28,0.0253665,0.02969009,0.01667385,0.02218451,0.02562296,0.02994765,0.01692808,0.02244016,0.02793402,0.03226875
29,0.02508959,0.02935894,0.01646795,0.021938,0.02534597,0.02961642,0.01672213,0.02219358,0.0276564,0.03193675
30,0.02493426,0.02894826,0.01635245,0.02163226,0.0251906,0.02920564,0.0166066,0.02188776,0.02750067,0.03152501
31,0.02483416,0.0283684,0.01627801,0.0212005,0.02509047,0.02862563,0.01653215,0.02145589,0.02740031,0.03094365
32,0.02474212,0.02757348,0.01620958,0.0206085,0.02499842,0.0278305,0.0164637,0.02086374,0.02730804,0.03014668
33,0.02462828,0.02657932,0.01612492,0.01986797,0.02488455,0.02683609,0.01637902,0.02012302,0.02719391,0.02914996
34,0.02449507,0.02544282,0.01602585,0.01902117,0.0247513,0.0256993,0.01627992,0.019276,0.02706035,0.02801054
35,0.02439063,0.02426505,0.01594819,0.01814336,0.02464684,0.02452122,0.01620224,0.01839797,0.02695565,0.02682974
36,0.02434739,0.0231182,0.01591603,0.01728835,0.02460358,0.02337408,0.01617007,0.01754275,0.02691229,0.02567995
37,0.02434472,0.02208468,0.01591404,0.01651761,0.02460091,0.02234029,0.01616808,0.01677181,0.02690961,0.02464377
38,0.02434439,0.02121613,0.0159138,0.01586975,0.02460058,0.02147153,0.01616784,0.01612378,0.02690928,0.023773
39,0.02432191,0.02050145,0.01589708,0.01533655,0.0245781,0.02075666,0.01615112,0.01559045,0.02688675,0.0230565
40,0.024285,0.01992856,0.01586963,0.01490906,0.02454118,0.02018363,0.01612366,0.01516285,0.02684974,0.02248214
41,0.0242645,0.01952555,0.01585438,0.0146083,0.02452067,0.01978051,0.01610841,0.01486202,0.02682919,0.0220781
42,0.02424813,0.01930199,0.01584221,0.01444145,0.0245043,0.01955689,0.01609623,0.01469512,0.02681278,0.02185396
43,0.02423142,0.0192372,0.01582978,0.0143931,0.02448758,0.01949209,0.0160838,0.01464675,0.02679602,0.02178902
44,0.02418724,0.01930711,0.01579692,0.01444528,0.02444339,0.01956202,0.01605093,0.01469895,0.02675173,0.0218591
45,0.02410346,0.01946812,0.01573461,0.01456544,0.02435959,0.01972307,0.01598861,0.01481914,0.02666774,0.02202052
46,0.02398254,0.01970017,0.01564468,0.01473862,0.02423864,0.01995517,0.01589865,0.01499237,0.02654651,0.02225316
47,0.02382519,0.019968,0.01552764,0.0149385,0.02408125,0.02022307,0.01578158,0.01519229,0.02638875,0.02252168
48,0.02364638,0.02025161,0.01539464,0.01515013,0.0239024,0.02050676,0.01564855,0.01540398,0.02620949,0.02280602
49,0.02346664,0.02055358,0.01526094,0.01537544,0.02372261,0.0208088,0.01551482,0.01562935,0.02602928,0.02310876
50,0.02331582,0.02085973,0.01514874,0.01560386,0.02357175,0.02111503,0.01540259,0.01585783,0.02587807,0.02341569
51,0.023209,0.02117083,0.01506928,0.01583595,0.02346491,0.02142621,0.01532311,0.01608998,0.02577098,0.02372758
52,0.02311376,0.02146215,0.01499843,0.01605328,0.02336963,0.02171761,0.01525224,0.01630736,0.02567549,0.02401966
53,0.02302553,0.02169881,0.01493279,0.01622981,0.02328138,0.02195433,0.01518658,0.01648393,0.02558704,0.02425692
54,0.02293885,0.02186952,0.0148683,0.01635714,0.02319468,0.02212508,0.01512208,0.01661129,0.02550013,0.02442806
55,0.02284194,0.02197616,0.0147962,0.01643668,0.02309775,0.02223175,0.01504996,0.01669085,0.02540298,0.02453498
56,0.02272244,0.02201318,0.01470729,0.01646429,0.02297822,0.02226878,0.01496103,0.01671847,0.02528317,0.0245721
57,0.02258219,0.0219913,0.01460295,0.01644797,0.02283793,0.02224689,0.01485665,0.01670215,0.02514256,0.02455016
58,0.02243636,0.02192024,0.01449444,0.01639497,0.02269207,0.02217581,0.01474813,0.01664913,0.02499636,0.02447892
59,0.02230882,0.02180639,0.01439954,0.01631005,0.02256449,0.02206194,0.0146532,0.0165642,0.02486849,0.02436478
60,0.02223622,0.02169,0.01434552,0.01622323,0.02249188,0.02194551,0.01459917,0.01647735,0.02479571,0.02424808
61,0.02224764,0.02161569,0.01435402,0.01616781,0.0225033,0.02187118,0.01460766,0.01642191,0.02480715,0.02417359
62,0.02236662,0.02162912,0.01444255,0.01617782,0.02262231,0.02188462,0.01469622,0.01643193,0.02492644,0.02418705
63,0.02259603,0.02176735,0.01461324,0.01628093,0.02285178,0.02202288,0.01486696,0.01653507,0.02515644,0.02432563
64,0.02292896,0.02203222,0.01486095,0.01647849,0.02318479,0.02228783,0.01511472,0.01673268,0.02549022,0.02459119
65,0.02335122,0.02238686,0.01517508,0.01674299,0.02360716,0.02264256,0.01542894,0.01699724,0.02591357,0.02494674
66,0.02383259,0.02279537,0.01553315,0.01704763,0.02408865,0.02305116,0.01578709,0.01730196,0.02639617,0.02535629
67,0.02434107,0.02323941,0.01591133,0.01737873,0.02459726,0.02349532,0.01616537,0.01763314,0.02690595,0.02580147
68,0.02484958,0.02370775,0.01628948,0.01772791,0.0251059,0.02396378,0.01654362,0.01798242,0.02741577,0.02627101
69,0.02531438,0.02419153,0.0166351,0.01808856,0.02557083,0.02444768,0.01688932,0.01834316,0.02788177,0.02675603
70,0.0256923,0.0246626,0.01691607,0.01843969,0.02594884,0.02491887,0.01717037,0.01869438,0.02826066,0.02722831
71,0.02594418,0.02509284,0.01710332,0.01876036,0.02620078,0.02534923,0.01735766,0.01901512,0.02851318,0.02765966
72,0.02605113,0.02545692,0.01718283,0.01903168,0.02630776,0.0257134,0.0174372,0.01928652,0.02862041,0.02802468
73,0.02599425,0.02574882,0.01714055,0.01924919,0.02625087,0.02600537,0.0173949,0.01950408,0.02856339,0.02831732
74,0.02576921,0.02594249,0.01697325,0.0193935,0.02602577,0.0261991,0.01722756,0.01964843,0.02833777,0.0285115
75,0.0253827,0.02602289,0.01668589,0.0194534,0.02563916,0.02627951,0.01694013,0.01970835,0.02795026,0.02859209
76,0.02485163,0.02597743,0.01629101,0.01941953,0.02510796,0.02623404,0.01654515,0.01967447,0.02741783,0.02854652
77,0.0241936,0.02580295,0.01580165,0.01928952,0.02444976,0.02605951,0.01605567,0.01954442,0.02675811,0.02837159
78,0.02343096,0.02549572,0.0152344,0.01906059,0.02368692,0.02575221,0.01548827,0.01931544,0.02599351,0.02806358
79,0.02258309,0.02506486,0.01460361,0.0187395,0.02283883,0.02532124,0.01485732,0.01899426,0.02514346,0.0276316
80,0.02167445,0.02450425,0.01392748,0.01832166,0.02192996,0.02476048,0.01418101,0.01857632,0.0242325,0.02706955
81,0.02071541,0.0238152,0.01321366,0.01780802,0.02097067,0.02407126,0.01346701,0.01806254,0.023271,0.02637873
82,0.0197249,0.02300732,0.01247624,0.01720567,0.01997992,0.02326317,0.01272941,0.01746004,0.02227796,0.02556878
83,0.01874172,0.02209869,0.01174408,0.01652807,0.01899648,0.02235431,0.01199706,0.01678227,0.02129226,0.02465783
84,0.0177959,0.02111098,0.01103958,0.01579131,0.01805042,0.02136635,0.01129238,0.01604532,0.02034403,0.02366759
85,0.01688653,0.02005839,0.01036206,0.01500595,0.01714082,0.02031348,0.0106147,0.01525976,0.01943234,0.0226123
86,0.01601311,0.0189655,0.00971119,0.0141903,0.01626718,0.01922032,0.00996366,0.0144439,0.0185567,0.02151662
87,0.01515958,0.01784943,0.00907499,0.01335712,0.01541343,0.01810397,0.0093273,0.01361051,0.017701,0.0203977
88,0.01430337,0.01672797,0.00843666,0.01251967,0.01455701,0.01698222,0.00868881,0.01277285,0.01684261,0.01927338
89,0.01343795,0.01560419,0.00779132,0.01168026,0.01369136,0.01585816,0.00804331,0.01193323,0.01597498,0.01814674
90,0.01262835,0.01453824,0.00752827,0.01088382,0.01288156,0.01479194,0.00778019,0.01113659,0.01516333,0.01707808
91,0.0119295,0.01358644,0.00752827,0.01017249,0.01218253,0.0138399,0.00778019,0.01042508,0.01446271,0.01612386
92,0.01134117,0.01274847,0.00752827,0.00954608,0.01159405,0.01300171,0.00778019,0.00979851,0.01387288,0.01528376
93,0.01086315,0.01202404,0.00752827,0.00900445,0.01111591,0.01227709,0.00778019,0.00925674,0.01339365,0.01455749
94,0.01049529,0.0114129,0.00752827,0.00854744,0.01074796,0.0116658,0.00778019,0.00879962,0.01302486,0.0139448
95,0.01023747,0.01091485,0.00752827,0.00817495,0.01049008,0.01116763,0.00778019,0.00842703,0.01276639,0.01344549
96,0.01008961,0.01052972,0.00752827,0.00788688,0.01034218,0.0107824,0.00778019,0.00813889,0.01261815,0.01305938
97,0.01005034,0.01025737,0.00752827,0.00768315,0.01030289,0.01050998,0.00778019,0.00793511,0.01257878,0.01278634
98,0.01005034,0.01009773,0.00752827,0.00756372,0.01030289,0.0103503,0.00778019,0.00781565,0.01257878,0.01262629
99,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
100,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
101,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
102,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
103,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
104,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
105,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
106,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
107,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
108,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
109,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
110,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
111,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
112,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
113,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
114,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
115,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
116,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
117,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
118,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
119,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
120,0.01005034,0.01005034,0.00752827,0.00752827,0.01030289,0.01030289,0.00778019,0.00778019,0.01257878,0.01257878
121,0,0,0,0,0,0,0,0,0,0
