Statistik Austria: Bevölkerungsprognose 2014-2080 – Basistafel und jährlicher Trend,,,,
,,,,
,q M 2014,M,q F 2014,F
44,0.00167583744752583,-0.0267035320090994,0.000984950858113102,-0.0267050911381865
45,0.00183316767802367,-0.0263704290995701,0.00105743811499596,-0.0263722249497107
46,0.00206253155151888,-0.0260371734881843,0.00117536131117326,-0.026039244886487
47,0.00237552294588335,-0.0255789194395257,0.0012951135356042,-0.0255814980779334
48,0.00264045414630124,-0.0250791768612597,0.00145749447657519,-0.0250820101692142
49,0.00295675549827352,-0.0245792704736001,0.00158573463979521,-0.0245826413445389
50,0.00330825584742727,-0.0240793271697335,0.00178898258113743,-0.0240830561949021
51,0.00371306718429937,-0.0235791760560593,0.00192718382066626,-0.0235836647767655
52,0.00410626542394459,-0.0230790400851983,0.00211711889262797,-0.0230840763225748
53,0.004630194459468,-0.0226201285108996,0.00232318677734206,-0.0226260719795341
54,0.00514725201050442,-0.0224524155053567,0.00262033700757411,-0.0224589143344627
55,0.00574556684255414,-0.0222844463178307,0.00281339616745987,-0.0222920330921346
56,0.00631531870836538,-0.0221165915208203,0.00314286188123347,-0.0221248107237475
57,0.00689153686184888,-0.021948661628433,0.00351340830469809,-0.0219575269700529
58,0.00755419547258618,-0.0219053535138949,0.00387584568222255,-0.0219149204528062
59,0.00832907294741696,-0.0219033077488815,0.00428726104900582,-0.0219137865175592
60,0.00912873764253519,-0.0219011960134461,0.00484742995251733,-0.0219123324116977
61,0.0101156330451491,-0.0218986191679784,0.00533610724331364,-0.0219110557033355
62,0.0112309515585164,-0.021895633296956,0.00585609627175757,-0.0219096972417168
63,0.0124133639216341,-0.0218924786115027,0.00642833976053371,-0.0219081842649187
64,0.0137035587769935,-0.021889078976848,0.00695536826110993,-0.0219067649420399
65,0.0150847439005122,-0.0218854305575,0.00763798838320398,-0.0219049546010091
66,0.0163253143701473,-0.0218821474882649,0.00836116379960468,-0.0219031624541444
67,0.0177420285591625,-0.0218784139309403,0.00916726390735468,-0.0219009882274781
68,0.0191874650020707,-0.0218747533879657,0.0098976341723748,-0.0218990819818936
69,0.0205594938109078,-0.0218710660234862,0.0109367554956991,-0.0218963043578686
70,0.0218416850130332,-0.0218676853518609,0.0117170361666611,-0.0218944006934869
71,0.023577771018532,-0.0218632667620717,0.0126754972051641,-0.0218918837211559
72,0.0251889013439223,-0.021859088228303,0.013620811215879,-0.0218896352272537
73,0.0270237895471126,-0.0218542112868141,0.0148668499199129,-0.0218863061847419
74,0.0293306137374114,-0.0218482063017111,0.0163375506836135,-0.021882513799075
75,0.032458850287131,-0.0217566218902361,0.0183158118248892,-0.0218773966184242
76,0.0359272028104128,-0.0215807161706083,0.020498798332913,-0.021871585463189
77,0.0397532731669864,-0.0213202508035071,0.0233064423183307,-0.0218642721046605
78,0.044783817442988,-0.0210147683417867,0.0268181977890336,-0.0218133579516069
79,0.0506605701473874,-0.0206655110909377,0.0306474132492561,-0.0217613244355581
80,0.056919421573434,-0.0200640325312484,0.0356575235232578,-0.0214979987409425
81,0.0639020313579681,-0.0194605322050156,0.0414873101903173,-0.0211489323720029
82,0.0723444940960833,-0.0186860657591055,0.0476695538482401,-0.0207150148251918
83,0.0814280570376685,-0.0178677029271204,0.0551988553126754,-0.0200689469875623
84,0.0912407054870743,-0.0169223377263776,0.0640416625686005,-0.019252207700212
85,0.102500554396033,-0.0158888658803877,0.073533929728078,-0.0183491975100605
86,0.114724471270696,-0.0148542481072633,0.085083701514539,-0.0173986495484106
87,0.129165434272923,-0.0138965340948101,0.0988692514831238,-0.016274844468279
88,0.144007383919339,-0.0126919454297783,0.113478620024782,-0.0150239661710474
89,0.160465997128303,-0.0115274572132615,0.129418430728726,-0.0138123823527252
90,0.176940958984514,-0.0102877398464436,0.147470600081363,-0.0122676116827205
91,0.198199027484618,-0.00919233816216947,0.166347157919156,-0.0108841130885891
92,0.217893901145807,-0.00809894359875996,0.184508751314303,-0.00946570647335276
93,0.240078681372102,-0.00697947052349246,0.205302516814208,-0.00830947894958278
94,0.260049046540771,-0.00537117456992631,0.221573048976996,-0.0069118869677649
95,0.280852970264033,-0.00631851571665565,0.243730353874695,-0.00855578137528701
96,0.303321207885156,-0.00631851571664788,0.265666085723418,-0.00855578137528457
97,0.327586904515968,-0.00631851571664566,0.289576033438526,-0.00855578137528612
98,0.350517987832086,-0.00631851571665631,0.312742116113608,-0.00855578137528878
99,0.375054246980332,-0.00631851571665298,0.337761485402696,-0.00855578137528945
100,0.450065096376399,-0.00631851571665099,0.405313782483236,-0.00855578137528945
