"Rententafel AVÖ 2005-R mit Altersverschiebung, Basistafel",,,,,,
,,,,,,
age,qx1965,qx1965G,qy1965,qy1965G,qu1972,qu1972G
43,0.00151161353576045,0.00154158604473125,0.000805975664679154,0.000819056253335422,0.000830538141539275,0.000845353082850116
44,0.00157911383288481,0.0016216775480569,0.000844812598296655,0.000863398475459182,0.000869975292858532,0.00089103716352604
45,0.00165495835842235,0.00171182977967398,0.000885929578640313,0.000910705575331102,0.000912863819077805,0.000940997098660679
46,0.00173997503674177,0.00181318576760047,0.000935830775331543,0.000967778101799758,0.000963139773159133,0.000999418813282755
47,0.00183103845266799,0.00192278697928701,0.000992262654738484,0.00103247540443052,0.00101876843256035,0.00106437701032617
48,0.00193089431861285,0.00204381211502296,0.00104796071577253,0.00109736457808752,0.00107628324180734,0.00113241953385292
49,0.00204127130206383,0.00217847400347215,0.00110090796257434,0.00116035699255336,0.00113496307803639,0.00120290800837838
50,0.00216005026390863,0.00232493959703143,0.00115451301413556,0.00122506658722163,0.00119624965764149,0.00127747755478992
51,0.00228049907887325,0.00247632647830812,0.00120607077723863,0.00128867524745328,0.00125693641972557,0.00135282515752648
52,0.00239354151686348,0.00262295444180247,0.00125225867126469,0.001347622985461,0.00131286769642225,0.00142451463885294
53,0.00249359427060887,0.00275865335088618,0.00129011632630454,0.00139863787610545,0.00136094250065157,0.00148912493191744
54,0.00257840552532643,0.0028807311313111,0.0013205480612334,0.00144256670209137,0.00140110011024031,0.00154645677261489
55,0.00264879191207979,0.0029898380810171,0.00134611715235239,0.0014821024565186,0.00143499813015023,0.0015982048027726
56,0.00270865635051005,0.00309015724494809,0.00136833874125261,0.00151885600279039,0.00146446162241199,0.00164632261811908
57,0.00276118241741935,0.00318521223761925,0.00138592392446945,0.00155135016311357,0.00148952065472485,0.00169081988906622
58,0.00280926670845556,0.00327834649279878,0.0014007795255518,0.00158166279472088,0.00151198608992169,0.00173372194197159
59,0.00285818778501895,0.00337587670699569,0.00141841498831969,0.00161604747669223,0.00153636332288464,0.00178023000148389
60,0.00291609991035352,0.00348788420650128,0.00144466657804108,0.00166136656474724,0.00156808914630873,0.00183686628206909
61,0.00307915336030133,0.00368216946865806,0.00151628684651816,0.00174347154760915,0.00165228999334775,0.00193516060816679
62,0.00327667468060528,0.00391601802138552,0.00160509439937958,0.00184476641068182,0.00175532425020813,0.00205473982449335
63,0.00351395291122128,0.00419540475624426,0.00171258033429376,0.00196685216646226,0.00187904544310968,0.00219763766611435
64,0.0037906048939014,0.00451942579989526,0.00183861752549008,0.00210943643693175,0.00202317188628665,0.00236332174496584
65,0.00410162636716396,0.00488159153810067,0.00198225547723297,0.00227125331293895,0.00218580980444175,0.00254932295367629
66,0.00444408860608692,0.00527784833209814,0.00215442315671951,0.00246460528114655,0.00237369413180185,0.00276304297224834
67,0.00481830971037991,0.0057079655907622,0.00235158583313495,0.00268516273490688,0.00258432505560631,0.00300130035809657
68,0.00522673050208468,0.00617417409762873,0.00256978162110855,0.00292810328377016,0.00281569541371655,0.00326148024468062
69,0.00567180469964595,0.00667864962464942,0.00279995499483547,0.00318282733927902,0.00306190670264589,0.00353653544914273
70,0.00615678036733089,0.00722443014201255,0.0030559264537566,0.00346475985770512,0.00333294404695999,0.00383747947481173
71,0.00668726707165415,0.00781723176895179,0.00333938652849115,0.00377543296836505,0.00363087954022525,0.00416626600558403
72,0.00727097019561865,0.00846508369101894,0.00367030420596278,0.00413693941047194,0.00397080517708305,0.00453949649548218
73,0.0079189547350917,0.00917973557040909,0.00405487074327855,0.0045555850393662,0.00435904477076136,0.00496370386843304
74,0.00863948592401878,0.00996945371461156,0.0045147987986846,0.0050549239224727,0.00481158258862112,0.00545608168782582
75,0.00943821709931583,0.0108393019588634,0.00505845115060286,0.00564323387915982,0.00533452784675082,0.00602248723966488
76,0.010339958473589,0.0118160912264467,0.00568080222452942,0.00631372761706943,0.00593047132686298,0.00666485765666044
77,0.0113606570951775,0.0129159689081053,0.00639092734875833,0.00707527636585979,0.00660893454018612,0.00739262387058905
78,0.0125256921540403,0.0141653555777092,0.00719944094162203,0.00793826444320572,0.00738295739418259,0.00821893956286023
79,0.0139996400540746,0.0157466164590136,0.00814099169162767,0.00893925714151874,0.0083208722372127,0.00921818569555307
80,0.015810577326663,0.0176853493416823,0.00926675463532252,0.0101322345493762,0.00946280670569457,0.0104315630039408
81,0.0180159390003197,0.0200390642414683,0.0106268343031971,0.0115690303521432,0.0108562583690264,0.0119076087726407
82,0.0207135628155973,0.0229085128803744,0.0122367670696674,0.0132630370132858,0.0125360278217582,0.0136801256882265
83,0.0237798302239478,0.0261485022201018,0.0141988694965811,0.0153209808614969,0.0145384651756911,0.015783290625161
84,0.0272516400855059,0.029792585548024,0.0166329288627125,0.0178663820143294,0.0169575058230568,0.0183133027703069
85,0.0313576751138561,0.0340819997506135,0.0196204520589087,0.0209795221234843,0.0199090475291064,0.021388230140985
86,0.036280161900754,0.039202206947675,0.0233372450846175,0.0248395235787911,0.0235628642290553,0.0251810643207058
87,0.0421422909790088,0.0452709666161681,0.0278297398328679,0.0294851146352687,0.0279933554018932,0.0297598575566212
88,0.0491214860277442,0.0524613017688653,0.0333077010865974,0.0351265479694249,0.0333977221686356,0.0353213020067151
89,0.0573788187995344,0.0609250184647744,0.0400840718908766,0.0420785606442057,0.040033141608415,0.042121755102024
90,0.0669960239201962,0.0707269083071602,0.0483052702847684,0.050476188073831,0.048029165408017,0.0502791432350641
91,0.0783330818702409,0.0822226792185056,0.0581669439637506,0.0605033498218092,0.0576296713247168,0.0600280334212286
92,0.0912744566151589,0.0952641123195612,0.0699099773524706,0.0723876937335784,0.068986968042788,0.0715052217812285
93,0.10641674063696,0.110445975339244,0.0836117792030493,0.086184578430634,0.0823269771685574,0.0849185720490469
94,0.124227125663682,0.128216943941124,0.0992195907132705,0.101815229627588,0.0977380782913994,0.100330032141775
95,0.145858223587889,0.149720312473711,0.11655954757205,0.119079066176773,0.115378146529015,0.117867144137491
96,0.171913311247107,0.175514979472595,0.136682110089391,0.139024911703006,0.136177611037142,0.138449877175851
97,0.202688551606967,0.205837646341412,0.160088372133784,0.162127665039729,0.160557132566423,0.162466143483327
98,0.235659055640459,0.238072010343911,0.186744530085899,0.188315586499944,0.187837892751746,0.18920519356918
99,0.27095322962168,0.272324230854002,0.216829359926513,0.217732671220144,0.218210281136717,0.218832564880082
100,0.309692439035814,0.309692439035814,0.250256726217892,0.250256726217892,0.251874843106316,0.251874843106316
101,0.342308311515234,0.342308311515234,0.279901275494194,0.279901275494194,0.281428822230746,0.281428822230746
102,0.375318982714355,0.375318982714355,0.310493137305417,0.310493137305417,0.311791454692654,0.311791454692654
103,0.408552605136779,0.408552605136779,0.341867025680887,0.341867025680887,0.342816690671225,0.342816690671225
104,0.441870280793703,0.441870280793703,0.373882063349965,0.373882063349965,0.374388414823456,0.374388414823456
105,0.475160193522032,0.475160193522032,0.406412513731586,0.406412513731586,0.406409968689477,0.406409968689477
106,0.508332217876499,0.508332217876499,0.439339468631641,0.439339468631641,0.438793789149058,0.438793789149058
107,0.541315004954284,0.541315004954284,0.472556089386715,0.472556089386715,0.47146288737299,0.47146288737299
108,0.574054286411982,0.574054286411982,0.505967898889983,0.505967898889983,0.504349154547295,0.504349154547295
109,0.606509885009865,0.606509885009865,0.539491774149643,0.539491774149643,0.537391003414628,0.537391003414628
110,0.638654447133795,0.638654447133795,0.573055652265397,0.573055652265397,0.570532426491668,0.570532426491668
111,0.670470657225838,0.670470657225838,0.60659774718284,0.60659774718284,0.603722043695981,0.603722043695981
112,0.701949954759074,0.701949954759074,0.640065891096664,0.640065891096664,0.636912856628816,0.636912856628816
113,0.735218513331306,0.735218513331306,0.678694476499815,0.678694476499815,0.675165423471461,0.675165423471461
114,0.763143707865196,0.763143707865196,0.71011524818806,0.71011524818806,0.706476824983187,0.706476824983187
115,0.78949431017507,0.78949431017507,0.740060311886552,0.740060311886552,0.736400218077762,0.736400218077762
116,0.814170284173847,0.814170284173847,0.768353516217932,0.768353516217932,0.764745831345773,0.764745831345773
117,0.837095273646509,0.837095273646509,0.794849030188403,0.794849030188403,0.791353269231703,0.791353269231703
118,0.858218033268204,0.858218033268204,0.819434710859731,0.819434710859731,0.816096057281384,0.816096057281384
119,0.877513269363418,0.877513269363418,0.842034474700047,0.842034474700047,0.838884859441109,0.838884859441109
120,0.894981800828624,0.894981800828624,0.862609501888704,0.862609501888704,0.859669211702402,0.859669211702402
