Rententafel AVÖ 2005R,,,,,,,"Rententafel AVÖ 2005R, 2. Ordnung",,,,,,,Rententafel AVÖ 2005R Unisex,,,
,,,,,,,,,,,,,,,,,
age,qx2001,qx2001G,trendM,qy2001,qy2001G,trendF,,qx2001.2Ord,qx2001G.2Ord,trendM.2Ord,qy2001.2Ord,qy2001G.2Ord,trendF.2Ord,,qu2001,qu2001G,trendU
26,0.00078848,0.00078848,0.029908739709586,0.00022392,0.00022392,0.0306720323224395,26,0.00078848,0.00078848,0.0232883517076833,0.000237915,0.00022392,0.0274286910949794,26,0.000393288,0.000393288,0.0302136445001346
27,0.00077016,0.00077016,0.0298590995794876,0.00023248,0.00023248,0.0306087505041659,27,0.00077016,0.00077016,0.0242484314569102,0.00024701,0.00023248,0.0280390611017755,27,0.000393784240893496,0.000393784240893496,0.0301694455221354
28,0.00074288,0.00074288,0.0298094594493892,0.00024032,0.00024032,0.0305454686858923,28,0.00074288,0.00074288,0.0254072469530663,0.00025534,0.00024032,0.0285368989839434,28,0.000391088414588147,0.000391088414588147,0.0301264464694379
29,0.00071688,0.00071688,0.0297598193192908,0.00024736,0.00024736,0.0304821868676186,29,0.00071688,0.00071688,0.0265887968545626,0.00026282,0.00024736,0.0288763528060719,29,0.000388216524607466,0.000388216524607466,0.0300822667575306
30,0.00070344,0.00070344,0.0297101791891925,0.000258,0.000258,0.030418905049345,30,0.00070344,0.00070344,0.0273960878394973,0.000274125,0.000258,0.0292323424815338,30,0.000391632585584901,0.000391632585584901,0.0300371306661252
31,0.0007124,0.0007124,0.0296605390590941,0.00028248,0.00028248,0.0303556232310714,31,0.0007124,0.0007124,0.0278513028072715,0.000300135,0.00028248,0.0293010708250839,31,0.000411456619254812,0.000411456619254812,0.0299945800486625
32,0.00074744,0.00074744,0.0296108989289957,0.00031728,0.00031728,0.0302923414127978,32,0.00074744,0.00074744,0.0278375648712523,0.00033711,0.00031728,0.0289980589805858,32,0.000446328620684889,0.000446328620684889,0.0299498737819552
33,0.00079304,0.00079304,0.0295612587988973,0.0003608,0.0003608,0.0302290595945241,33,0.00079304,0.00079304,0.0275850907113652,0.00038335,0.0003608,0.0285728354301894,33,0.000490472572562963,0.000490472572562963,0.029904908959992
34,0.00084224,0.00084224,0.0295116186687989,0.0004,0.0004,0.0301657777762505,34,0.00084224,0.00084224,0.0270413766419788,0.000425,0.0004,0.0281618039372965,34,0.000532672453689864,0.000532672453689864,0.029855159350435
35,0.00089312,0.00089312,0.0294619785387005,0.00043152,0.00043152,0.0301024959579769,35,0.00089312,0.00089312,0.0264380431288123,0.00045849,0.00043152,0.027482806346449,35,0.000570000261451089,0.000570000261451089,0.0298010047125014
36,0.00095784,0.00095784,0.0294123384086021,0.000468,0.000468,0.0300392141397032,36,0.00095784,0.00095784,0.0260204478640094,0.00049725,0.000468,0.0265627792260841,36,0.000614952,0.000614952,0.0297458029150338
37,0.00105272,0.00105272,0.0293626982785037,0.00052264,0.00052264,0.0299759323214296,37,0.00105272,0.00105272,0.0256679459794742,0.000555305,0.00052264,0.02550053845789,37,0.000681663650779649,0.000681663650779649,0.029691260952021
38,0.00117568,0.00117568,0.0293130581484053,0.00059296,0.00059296,0.029912650503156,38,0.00117568,0.00117568,0.0252919393235466,0.00063002,0.00059296,0.0245432368716514,38,0.000767775181233486,0.000767775181233486,0.0296365848229842
39,0.00131792,0.00131792,0.029263418018307,0.00067296,0.00067296,0.0298493686848824,39,0.00131792,0.00131792,0.0248417127061183,0.00071502,0.00067296,0.0237315004407851,39,0.000866446568902826,0.000866446568902826,0.0295813102620163
40,0.001472,0.001472,0.0292137778882086,0.00076016,0.00076016,0.0297860868666087,40,0.001472,0.001472,0.0245252116677536,0.00080767,0.00076016,0.0228201126550093,40,0.000973709801575405,0.000973709801575405,0.0295258050201177
41,0.0016005348,0.0016107228,0.0291641377581102,0.00083734875,0.0008417348625,0.0297228050483351,41,0.0016005348,0.0016107228,0.0245207552725241,0.00089051375,0.0008417348625,0.0216698700438472,41,0.00106630150009295,0.00107243063714174,0.0294704669937604
42,0.0017253438,0.0017477218,0.0291144976280118,0.0009136475,0.000923373425,0.0296595232300615,42,0.0017253438,0.0017477218,0.0247181351326821,0.0009725925,0.000923373425,0.0204171918520374,42,0.00115715234843354,0.00117067960272198,0.0294149270530787
43,0.0018520633,0.0018887863,0.0290648574979134,0.00099117375,0.0010072600125,0.0295962414117878,43,0.0018520633,0.0018887863,0.0249429021854995,0.00105616875,0.0010072600125,0.0194132700433862,43,0.00124943548635555,0.00127172261860903,0.0293591070327675
44,0.0019907118,0.0020443698,0.029015217367815,0.001069425,0.00109295235,0.0295329595935142,44,0.0019907118,0.0020443698,0.0247684566637935,0.00114072,0.00109295235,0.0188470327469658,44,0.0013458047068789,0.00137838628122094,0.0293023540526809
45,0.00214634325,0.00222010075,0.0289655772377166,0.0011541875,0.001186465625,0.0294696777752406,45,0.00214634325,0.00222010075,0.024328852975591,0.0012324375,0.001186465625,0.0185294741410904,45,0.00145182654805087,0.00149656996029764,0.0292452335180344
46,0.0023211715,0.0024188365,0.0289159371076183,0.00125454,0.0012973674,0.0294063959569669,46,0.0023211715,0.0024188365,0.0239111169939007,0.00134106,0.0012973674,0.0184662100463181,46,0.00157452025459767,0.00163382845168795,0.029188603906363
47,0.00251215525,0.00263803275,0.0288662969775199,0.00136849875,0.0014239589625,0.0293431141386933,47,0.00251215525,0.00263803275,0.0234937649774401,0.00146453375,0.0014239589625,0.0184989465903868,47,0.0017115848196425,0.00178820964119617,0.0291322757011375
48,0.0027240984,0.0028834024,0.0288166568474215,0.00148666,0.0015567454,0.0292798323204197,48,0.0027240984,0.0028834024,0.0230860692484797,0.00159285,0.0015567454,0.0186486799931016,48,0.00185787881341198,0.00195478121196633,0.0290752072615657
49,0.0029607968,0.0031598048,0.0287670167173231,0.0016061375,0.001692868925,0.029216550502146,49,0.0029607968,0.0031598048,0.0225821398705572,0.0017229475,0.001692868925,0.0190026341567773,49,0.0020125206283666,0.0021330008242006,0.0290172616230009
50,0.003220635,0.003466485,0.0287173765872247,0.0017318475,0.001837682625,0.0291532686838724,50,0.003220635,0.003466485,0.0218858075920151,0.0018601325,0.001837682625,0.0191196118807543,50,0.0021784670046516,0.00232638954963603,0.0289590651099526
51,0.00349463205,0.00379471755,0.0286677364571263,0.00185983625,0.0019872174875,0.0290899868655988,51,0.00349463205,0.00379471755,0.0211854766836963,0.00200020125,0.0019872174875,0.0192694814378922,51,0.002350256095529,0.00252955163265599,0.0289007651938317
52,0.0037690208,0.0041302688,0.0286180963270279,0.00198471,0.0021358533,0.0290267050473251,52,0.0037690208,0.0041302688,0.0207226509012074,0.00213738,0.0021358533,0.0194485969164009,52,0.00251998222685212,0.00273428280822406,0.0288425121505947
53,0.00403412665,0.00446293815,0.0285684561969296,0.0021010725,0.002277809775,0.0289634232290515,53,0.00403412665,0.00446293815,0.020521699247899,0.0022658625,0.002277809775,0.0195688137129844,53,0.00268096573656236,0.00293347655615138,0.0287842942818097
54,0.0042847884,0.0047871924,0.0285188160668312,0.0022094375,0.002413589525,0.0289001414107779,54,0.0042847884,0.0047871924,0.0206274211339129,0.0023861925,0.002413589525,0.0199074260704199,54,0.00283201794216608,0.00312582469647972,0.028726248288868
55,0.00452060775,0.00510266025,0.0284691759367328,0.00231329,0.0025469795,0.0288368595925043,55,0.00452060775,0.00510266025,0.0208895405945864,0.00250213,0.0025469795,0.0205377023217661,55,0.00297545887198214,0.00331386679866709,0.0286684864347558
56,0.0047466624,0.0054152064,0.0284195358066344,0.0024147,0.002680317,0.0287735777742306,56,0.0047466624,0.0054152064,0.0212310164990709,0.002615925,0.002680317,0.0212890740262422,56,0.00311426083881547,0.00350099857804401,0.0286109325740845
57,0.00496738575,0.00573021825,0.028369895676536,0.00251091625,0.0028106234875,0.028710295955957,57,0.00496738575,0.00573021825,0.0214098862999713,0.00272461125,0.0028106234875,0.0221306207580266,57,0.00324782801404005,0.00368675129477796,0.0285533794630607
58,0.0051872282,0.0060533702,0.0283202555464376,0.002604865,0.00294123235,0.0286470141376834,58,0.0051872282,0.0060533702,0.0215727854316309,0.002831375,0.00294123235,0.0231499261745434,58,0.00337954388560022,0.00387516090748194,0.0284958557236907
59,0.0054156723,0.0063965853,0.0282706154163392,0.00270669375,0.0030838264125,0.0285837323194097,59,0.0054156723,0.0063965853,0.0217418841041789,0.00294728875,0.0030838264125,0.0241143673441584,59,0.0035193564051394,0.00407798322507473,0.0284385200158951
60,0.005668803,0.006780333,0.0282209752862409,0.002828265,0.00325250475,0.0285204505011361,60,0.005668803,0.006780333,0.0217414189153566,0.00308538,0.00325250475,0.0248423807900678,60,0.0036803947185391,0.00431122999550347,0.028381441805664
61,0.0061398006775,0.0073422087025,0.0281713351561425,0.00304470615625,0.0035008933609375,0.0284571686828625,61,0.0061398006775,0.0073422087025,0.0217042570074153,0.00332118325,0.0035008933609375,0.0252729053502641,61,0.00397165260629723,0.00465159609025833,0.0283181060013084
62,0.00670031934,0.00800768274,0.0281216950260441,0.0033049864,0.00379848556,0.0283938868645889,62,0.00670031934,0.00800768274,0.0216001951712311,0.0036040768,0.00379848556,0.0253938868645888,62,0.00431999517849268,0.00505688116244946,0.0282543554897081
63,0.00736717924875,0.00879587736125,0.0280720548959457,0.003621013546875,0.00415863606328125,0.0283928392106478,63,0.00736717924875,0.00879587736125,0.0215805150057854,0.003946845375,0.00415863606328125,0.0253928392106478,63,0.00473862324299239,0.00554205698564211,0.0282231936267786
64,0.00814628439,0.00971257329,0.0280224147658473,0.0039996085,0.004588730275,0.0284673172746962,64,0.00814628439,0.00971257329,0.0214925277099799,0.004356652,0.004588730275,0.0254673172746961,64,0.0052338536140489,0.00611380582138897,0.0282314346099036
65,0.009033463921875,0.010751267203125,0.0279727746357489,0.0044462234375,0.005094449140625,0.0286199646461112,65,0.009033463921875,0.010751267203125,0.0215314620076444,0.0048390875,0.005094449140625,0.0256199646461112,65,0.00580796579170561,0.00677386498901871,0.0282803711702592
66,0.0100283244825,0.0119097480575,0.0279231345056505,0.004973349875,0.00568938573125,0.0287030749324412,66,0.0100283244825,0.0119097480575,0.0217762451363087,0.005407311,0.00568938573125,0.0257030749324412,66,0.00646951678920614,0.00753068925720835,0.02829319382301
67,0.0111374825875,0.0131939147125,0.0278734943755521,0.005588481640625,0.00638121833984375,0.0287957877286058,67,0.0111374825875,0.0131939147125,0.0221680537670446,0.006068928125,0.00638121833984375,0.0257957877286058,67,0.00722540682498545,0.00839121071251408,0.028311927089805
68,0.01237278,0.01461558,0.0278238542454538,0.0062955416,0.00717337064,0.0289316195779343,68,0.01237278,0.01461558,0.0225437645160046,0.0068275592,0.00717337064,0.0259316195779343,68,0.00808144783041687,0.00936091393938501,0.0283540285572954
69,0.01374676681125,0.01618705929875,0.0277742141153554,0.00710649696875,0.0080782558578125,0.0292208067927681,69,0.01374676681125,0.01618705929875,0.0229447055011591,0.00769544175,0.0080782558578125,0.0262208067927681,69,0.00904862550904228,0.010451260598859,0.0284771847870733
70,0.0152746565625,0.0179234409375,0.027724573985257,0.0080443203125,0.009120519921875,0.0295321869816882,70,0.0152746565625,0.0179234409375,0.0233925157415901,0.0086965625,0.009120519921875,0.0265321869816882,70,0.0101471273638587,0.0116831823272356,0.0286132757223195
71,0.01697854718625,0.01984745592375,0.0276749338551586,0.009133781525,0.01032644157875,0.029886187550974,71,0.01697854718625,0.01984745592375,0.0238800880356428,0.0098566058,0.01032644157875,0.026886187550974,71,0.011399661615166,0.013080583405827,0.0287733454375256
72,0.01888744047,0.02198933017,0.0276252937250602,0.01040655865,0.0117296278975,0.0301590180227194,72,0.01888744047,0.02198933017,0.0243167859897502,0.0112084188,0.0117296278975,0.0271590180227194,72,0.012837397226871,0.0146759453369361,0.0288943435205344
73,0.02104125445125,0.02439124333875,0.0275756535949618,0.011897564225,0.01336673078375,0.0303746014639195,73,0.02104125445125,0.02439124333875,0.0245401508684612,0.0127879682,0.01336673078375,0.0273746014639195,73,0.0144959243838801,0.0165067072546289,0.0289890147193435
74,0.023487196095,0.027102829545,0.0275401508684612,0.0136490179625,0.015281909669375,0.0304644378609148,74,0.023487196095,0.027102829545,0.0245260134648634,0.0146386493,0.015281909669375,0.0274644378609148,74,0.0164203776231416,0.0186198449276711,0.0290288673025955
75,0.026281475390625,0.030182908984375,0.0275401508684612,0.015703741015625,0.0175191734960937,0.0304644378609148,75,0.026281475390625,0.030182908984375,0.0242499580201881,0.016804003125,0.0175191734960937,0.0274003020811503,75,0.0186578533849427,0.0210640354982487,0.0290409247063814
76,0.02948660688,0.03369611568,0.0275401508684612,0.018106731,0.02012408865,0.0304644378609148,76,0.02948660688,0.03369611568,0.0238059438995932,0.019329372,0.02012408865,0.02720160544726,76,0.0212547087686309,0.0238867369335432,0.0290529904973735
77,0.033172986964375,0.037714479420625,0.0275401508684612,0.0209103076125,0.023149411216875,0.0304644378609148,77,0.033172986964375,0.037714479420625,0.0232363931519181,0.0222673401,0.023149411216875,0.0268517539180067,77,0.0242669108998598,0.0271444880703432,0.0290644295551222
78,0.0374232905325,0.0423221496075,0.0275260134648634,0.0241758620625,0.026656845684375,0.0304644378609148,78,0.0374232905325,0.0423221496075,0.0225447574514139,0.0256794885,0.026656845684375,0.0264335645171811,78,0.0277591689135839,0.0309023768436949,0.0290681827615949
79,0.042336395210625,0.047619437004375,0.0272499580201881,0.02797922769375,0.0307227326165625,0.0304003020811503,79,0.042336395210625,0.047619437004375,0.0218228314583004,0.02964195795,0.0307227326165625,0.0258691472788896,79,0.0317981701993716,0.035227248937402,0.0289150992189492
80,0.04802895075,0.05372408325,0.0268059438995932,0.03240492875,0.0354314268125,0.03020160544726,80,0.04802895075,0.05372408325,0.0209965234857894,0.03423917,0.0354314268125,0.0251230306492134,80,0.036477213195966,0.0402115735316574,0.0286105639972043
81,0.054634909756875,0.060770213888125,0.0262363931519181,0.037550078728125,0.0408793426279688,0.0298517539180067,81,0.054634909756875,0.060770213888125,0.0200333458068205,0.039567814425,0.0408793426279688,0.0242587489485808,81,0.0419003270937182,0.0459580718805628,0.0281647044046223
82,0.0623100139325,0.0689128070075,0.0255447574514139,0.043529553925,0.04718027903875,0.0294335645171811,82,0.0623100139325,0.0689128070075,0.0189356423739008,0.0457421146,0.04718027903875,0.0232526053312085,82,0.0481737623134331,0.0525703303065967,0.0276225320474917
83,0.070771464610625,0.077820900404375,0.0248228314583004,0.0504791189625,0.054468393819375,0.0288691472788896,83,0.070771464610625,0.077820900404375,0.0177816627031598,0.0528968613,0.054468393819375,0.0221030562468555,83,0.0553365192024621,0.0600745920702558,0.026995462935334
84,0.07975871904,0.08719542944,0.0239965234857894,0.058553812,0.0628960048,0.0281230306492134,84,0.07975871904,0.08719542944,0.0166078613393621,0.061185444,0.0628960048,0.0207964177245365,84,0.0634349236575664,0.0685067117342677,0.0262368859759128
85,0.089558706328125,0.097339480546875,0.0230333458068205,0.067933125,0.07263871875,0.0272587489485808,85,0.089558706328125,0.097339480546875,0.0154735661540453,0.070785,0.07263871875,0.0193875923835104,85,0.0726603854576785,0.0780588345087576,0.0253604636587118
86,0.1003146656,0.1083941216,0.0219356423739008,0.078826273,0.08390052295,0.0262526053312085,86,0.1003146656,0.1083941216,0.014422247766252,0.081901576,0.08390052295,0.0179621380814304,86,0.0832107451363272,0.0889253150670861,0.0243540090812718
87,0.1122970214775,0.1206340375025,0.0207816627031598,0.09092222218125,0.0963304781146875,0.0251030562468555,87,0.1122970214775,0.1206340375025,0.0134018198657374,0.09419995305,0.0963304781146875,0.0165483479267028,87,0.0949554413817138,0.10094754162821,0.0232396923864135
88,0.12577961838,0.13433149218,0.0196078613393621,0.10425843535,0.1099517172025,0.0237964177245365,88,0.12577961838,0.13433149218,0.0124640802840851,0.1077089092,0.1099517172025,0.0151651379470967,88,0.108025072656557,0.114246899723684,0.0220225241289702
89,0.141175009194375,0.149900088950625,0.0184735661540453,0.11934966763125,0.125288225232187,0.0223875923835104,89,0.141175009194375,0.149900088950625,0.0114899548001808,0.12294879345,0.125288225232187,0.0138608000159788,89,0.122932356348781,0.129345996846514,0.0207602909198384
90,0.1587398521875,0.1675797803125,0.017422247766252,0.136380101875,0.14250924653125,0.0209621380814304,90,0.1587398521875,0.1675797803125,0.0104426925985987,0.140094735,0.14250924653125,0.0126665948531866,90,0.139882071236889,0.146434997068739,0.0195163992679938
91,0.17870285382125,0.18757627140875,0.0164018198657374,0.15544510149375,0.161688902886562,0.0195483479267028,91,0.17870285382125,0.18757627140875,0.00922911278939808,0.15922922355,0.161688902886562,0.0115957161828556,91,0.15896686413232,0.165582555195142,0.0182822707743916
92,0.20099785044,0.20978357484,0.0154640802840851,0.1767113226,0.18297424179,0.0181651379470967,92,0.20099785044,0.20978357484,0.00789115385444778,0.1805070312,0.18297424179,0.0104717808978843,92,0.180333780274421,0.186916562924928,0.0170920403443092
93,0.225437251738125,0.233972935056875,0.0144899548001808,0.200274594025,0.20643719845375,0.0168608000159788,93,0.225437251738125,0.233972935056875,0.00650226219953417,0.2040095058,0.20643719845375,0.00929732921225964,93,0.203896534028991,0.210315052379995,0.01592996348281
94,0.2518006456875,0.2598877588125,0.0134426925985987,0.226047762925,0.23196129638875,0.0156665948531866,94,0.2518006456875,0.2598877588125,0.00532700326195544,0.2296317226,0.23196129638875,0.0081389988591786,94,0.229453963415341,0.235538941699703,0.0148065210566989
95,0.279915704921875,0.287327418203125,0.0122291127893981,0.253763755859375,0.259249042285156,0.0145957161828556,95,0.279915704921875,0.287327418203125,0.00431234697274645,0.257088171875,0.259249042285156,0.00701413950674541,95,0.256571370197521,0.262106261734927,0.0136995009722492
96,0.30968930028,0.31617744308,0.0108911538544478,0.2830714036,0.28792339294,0.0134717808978843,96,0.30968930028,0.31617744308,0.00329769068353747,0.2860120032,0.28792339294,0.00588928015431223,96,0.285087608279584,0.289844593762921,0.012516145836446
97,0.34109038305875,0.34638977427125,0.00950226219953417,0.313970777325,0.31797030814875,0.0122973292122596,97,0.34109038305875,0.34638977427125,0.00228303439432849,0.3163947354,0.31797030814875,0.00476442080187905,97,0.315066612370432,0.318812728117225,0.0112886903699506
98,0.3741030163125,0.3779335231875,0.00832700326195544,0.3465236987375,0.349438955635625,0.0111389988591786,98,0.3741030163125,0.3779335231875,0.0012683781051195,0.3482905211,0.349438955635625,0.00363956144944586,98,0.346954958372052,0.349480496703245,0.0101594858198191
99,0.408722595391875,0.410790698373125,0.00731234697274645,0.380730712021875,0.382316836484531,0.0100141395067454,99,0.408722595391875,0.410790698373125,0.000253721815910519,0.381691999575,0.382316836484531,0.00251470209701268,99,0.38075917182014,0.381845006280031,0.00911551043401084
100,0.4449421,0.4449421,0.00636494102293649,0.4165604,0.4165604,0.00895015575323658,100,0.4449421,0.4449421,0,0.4165604,0.4165604,0.0013898427445795,100,0.416273599257745,0.415678252029361,0.00813744137390618
101,0.4710857,0.4710857,0.00554028335587086,0.4438524,0.4438524,0.00799921830060743,101,0.4710857,0.4710857,0,0.4438524,0.4438524,0.000264983392146312,101,0.443268747865436,0.442700234889335,0.00728012650189592
102,0.4972566,0.4972566,0.00482247039724785,0.4711769,0.4711769,0.00714931618900973,102,0.4972566,0.4972566,0,0.4711769,0.4711769,0,102,0.470459380121139,0.469924090152091,0.00652378025211318
103,0.5234342,0.5234342,0.00419765907960067,0.4985037,0.4985037,0.00638971460080735,103,0.5234342,0.5234342,0,0.4985037,0.4985037,0,103,0.497796786223711,0.497299884393115,0.00585486471486298
104,0.5496121,0.5496121,0.00365379987788205,0.5258296,0.5258296,0.00571081927283256,104,0.5496121,0.5496121,0,0.5258296,0.5258296,0,104,0.525249640291421,0.524794978427987,0.00526152712798647
105,0.57579,0.57579,0.00318040443362563,0.5531587,0.5531587,0.0051040553145887,105,0.57579,0.57579,0,0.5531587,0.5531587,0,105,0.552789226956176,0.552379264672319,0.00473347202019756
106,0.6019685,0.6019685,0.00276834328630193,0.580489,0.580489,0.0045617589017941,106,0.6019685,0.6019685,0,0.580489,0.580489,0,106,0.580380084963348,0.580015859496462,0.00426185162699064
107,0.628148,0.628148,0.00240966981110525,0.6078194,0.6078194,0.00407708047728604,107,0.628148,0.628148,0,0.6078194,0.6078194,0,107,0.607989025765684,0.607670240532094,0.00383916591620815
108,0.6543293,0.6543293,0.00209746696780101,0.6351498,0.6351498,0.00364389823664935,108,0.6543293,0.6543293,0,0.6351498,0.6351498,0,108,0.635587888643284,0.635313066671234,0.00345912191135753
109,0.6805127,0.6805127,0.00182571390517546,0.66248,0.66248,0.00325674080583636,109,0.6805127,0.6805127,0,0.66248,0.66248,0,109,0.663154274421845,0.662920962959203,0.00311648050830728
110,0.706699,0.706699,0.00158916984854622,0.6898099,0.6898099,0.00291071813414649,110,0.706699,0.706699,0,0.6898099,0.6898099,0,110,0.690672713418424,0.690477716871353,0.00280689754738484
111,0.7328886,0.7328886,0.00138327303109722,0.7171393,0.7171393,0.00260145972969852,111,0.7328886,0.7328886,0,0.7171393,0.7171393,0,111,0.718134454960167,0.717974079259294,0.00252676842675735
112,0.7590821,0.7590821,0.0012040527199225,0.744468,0.744468,0.00232505945726949,112,0.7590821,0.7590821,0,0.744468,0.744468,0,112,0.745536950406181,0.745407234280803,0.00227308264173028
113,0.78755935230123,0.78755935230123,0.00104805264019557,0.777844569583669,0.777844569583669,0.00207802620126078,113,0.78755935230123,0.78755935230123,0,0.77784456958367,0.77784456958367,0,113,0.778744486240084,0.778646445308806,0.00204284334235237
